train/learning_rate,train/n_updates,time/total_timesteps,time/episodes,train/actor_loss,time/fps,train/critic_loss,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,train/ent_coef,rollout/ep_rew_mean
0.0003,676,777,4,-5.613974094390869,41,0.08828231692314148,194.25,-0.686020016670227,18,0.8166035413742065,3.23066775
0.0003,1887,1988,8,-9.650750160217285,29,0.23027996718883514,248.5,-1.8940685987472534,67,0.5679432153701782,13.478364124999997
0.0003,2451,2552,12,-11.062047958374023,28,0.2883383333683014,212.66666666666666,-2.47162127494812,89,0.4796735644340515,10.71270133333333
