#{"t_start": 1776966452.5008118, "env_id": "None"}
r,l,t
22.133178,26,2634.439165
58.410724,59,2637.120237
35.852613,40,2638.949063
54.935097,57,2641.53844
98.48439,96,2645.879211
113.388275,107,2650.810687
15.849748,23,2651.877662
54.518613,56,2654.436392
60.268592,62,2657.250567
45.419911,49,2659.469091
44.468001,49,2661.728217
59.570467,60,2664.434786
47.211631,50,2666.688778
54.616223,55,2669.156724
26.407504,31,2670.574577
19.007019,25,2671.725366
21.804849,27,2672.925029
27.887775,33,2674.423312
44.129522,50,2676.70828
65.768036,65,2679.79038
96.120443,93,2684.037241
51.078031,52,2686.402658
70.586234,70,2689.582099
18.94728,25,2690.722813
34.050542,40,2692.569708
9.148985,17,2693.334975
84.862485,84,2697.165339
99.874548,96,2701.552207
71.255483,72,2704.838269
94.849098,90,2708.97747
85.47216,85,2712.82841
91.397293,86,2716.732355
43.716193,51,2719.041225
54.194117,56,2721.625571
47.156599,50,2723.895298
63.113207,63,2726.757651
100.236447,100,2731.331161
67.611961,70,2734.494646
29.688105,35,2736.026388
97.913389,91,2740.142889
109.014833,104,2744.882906
73.045051,73,2750.460952
36.57593,40,2752.307944
53.061539,55,2754.83771
36.47124,40,2756.666501
73.771583,73,2760.073414
85.851927,88,2764.097052
25.418165,31,2765.473309
65.372986,66,2768.436193
36.570246,42,2770.378402
29.091927,35,2771.977946
68.880121,71,2775.176301
41.334314,45,2777.22977
98.136262,93,2781.445146
29.559488,34,2782.997984
25.866457,33,2784.526656
47.74842,55,2787.001179
37.389705,43,2789.007819
22.251954,30,2790.377349
29.698284,38,2792.124485
58.774999,60,2794.819215
41.083248,46,2796.952977
88.210145,89,2801.039369
96.744918,94,2805.349172
34.909488,40,2807.196145
93.082059,91,2811.310679
35.171084,39,2813.058545
96.093692,92,2817.283572
34.953814,40,2819.112955
53.947824,56,2821.635905
49.197357,52,2824.044669
50.702647,55,2826.551801
96.264473,91,2830.639685
43.756015,48,2832.820986
89.100993,85,2836.72617
58.613142,62,2839.541421
32.625538,39,2841.293136
47.319117,50,2843.591415
46.612127,50,2845.867644
99.239911,93,2850.106069
39.959106,44,2852.196728
102.792209,96,2856.589628
103.020827,99,2861.060967
104.138362,98,2865.529151
54.872088,62,2868.349676
50.069947,52,2870.712633
88.113568,90,2874.776648
86.9936,90,2878.916701
38.896211,43,2880.885014
103.803258,103,2885.565392
42.577489,48,2887.762264
77.167426,81,2891.506936
31.87732,37,2893.223053
107.45031,101,2897.868403
42.489139,46,2899.96397
76.930573,77,2903.461778
40.988931,47,2905.608421
14.905918,23,2906.677381
52.599655,56,2909.272963
89.705283,90,2913.365693
26.29901,34,2914.879939
50.934155,56,2917.37818
33.364396,39,2919.136468
84.203913,83,2922.906995
99.091276,94,2927.17895
103.124544,97,2931.694581
100.329226,93,2935.92598
30.923836,37,2937.588302
9.023869,18,2938.398372
53.106493,56,2940.93408
98.455019,94,2945.277954
47.155297,51,2947.558881
19.322807,26,2948.706632
31.804007,39,2950.517104
65.956399,66,2953.516072
102.65631,100,2958.051324
101.127751,95,2962.385686
18.742283,26,2963.57562
63.385797,66,2966.536246
56.597146,58,2969.146366
52.942729,56,2971.682787
38.548672,43,2973.62029
12.431677,21,2974.593529
15.005814,23,2975.641648
69.78228,70,2980.248701
48.246692,56,2982.808206
45.561774,52,2985.144242
53.494237,58,2987.774485
18.982815,28,2989.019847
25.936151,31,2990.471743
91.901964,90,2994.522584
48.217859,54,2997.074739
44.209275,53,2999.471145
63.312521,65,3002.467203
52.41393,57,3005.031942
62.538448,64,3007.93209
12.624463,23,3008.961447
58.46055,62,3011.811549
12.618974,23,3012.905563
57.376986,60,3015.60895
58.250016,62,3018.427193
38.542792,49,3020.644119
37.605052,44,3022.661267
58.618485,60,3025.391219
33.778993,41,3027.244579
19.244855,27,3028.481447
22.430157,30,3029.826238
22.938005,32,3031.291277
16.151964,26,3032.485478
19.264439,28,3033.773185
19.25761,28,3035.029487
37.155579,47,3037.175154
39.919921,49,3039.402664
12.179783,24,3040.505997
33.595894,41,3042.387128
9.149739,21,3043.337216
9.308031,21,3044.319739
18.946381,29,3045.644577
21.870551,32,3047.134661
19.204362,28,3048.444517
19.372799,30,3049.795409
19.495864,29,3051.155482
15.877308,26,3052.354775
21.620301,30,3053.69433
52.747812,56,3056.2276
107.213175,100,3060.72455
61.500874,64,3063.633926
41.371009,48,3065.83936
60.915556,64,3068.769716
12.752349,23,3069.82162
51.128961,55,3072.357652
58.647801,62,3075.270358
29.508858,37,3076.979485
16.156067,26,3078.159534
11.678135,20,3079.064261
19.411718,27,3080.295497
33.547783,44,3082.36121
12.308252,22,3083.384751
19.032015,27,3084.607081
15.834512,24,3085.731241
91.38592,92,3089.912856
50.526562,56,3092.489886
98.998886,95,3096.722029
36.916913,44,3098.723797
15.096994,23,3099.757148
15.880489,24,3100.85339
15.17647,25,3102.004963
29.71987,36,3103.718107
15.779987,26,3104.899527
15.793424,28,3106.189901
12.616428,23,3107.244453
15.823984,26,3108.412243
15.792716,26,3109.569081
43.84023,49,3111.764082
30.697171,40,3113.548121
96.043754,94,3117.744542
32.700074,39,3119.577042
54.692674,57,3122.097485
22.659112,31,3123.47351
25.929454,34,3125.051799
94.697082,92,3129.278534
76.412871,82,3133.000087
31.523732,37,3134.685828
53.930616,57,3137.285923
46.288637,51,3139.606786
62.682744,65,3142.604294
82.021024,87,3146.63386
99.705474,95,3150.963738
33.056006,41,3152.772163
37.50983,48,3155.024064
31.474585,37,3156.703991
36.315822,43,3158.653198
92.731396,91,3162.776884
18.771419,28,3164.055854
90.936458,89,3168.158892
32.124697,38,3169.883959
26.727095,33,3171.410024
73.997295,76,3174.845516
24.646764,33,3176.348155
34.669532,40,3178.153515
46.998699,52,3180.5466
85.153452,86,3184.541483
84.786478,86,3188.40648
41.206994,48,3190.582229
28.798487,35,3192.201326
97.100416,93,3196.462012
43.333313,50,3198.693478
28.253123,34,3200.276464
99.326499,97,3204.740014
103.82033,101,3211.579184
52.224913,59,3214.265592
43.194588,50,3216.554614
90.761058,92,3220.743594
40.436162,46,3222.827319
53.647815,58,3225.457002
18.651911,26,3226.656626
18.599028,27,3227.86202
25.996034,34,3229.419248
65.660992,68,3232.509522
47.567113,53,3234.928429
39.855875,50,3237.22809
30.185906,38,3238.97635
15.537347,24,3240.109898
88.023043,88,3244.155768
34.232443,40,3245.979745
46.410526,52,3248.349022
46.908176,57,3250.974454
18.595707,27,3252.206578
91.466373,94,3256.481767
69.824805,72,3259.775671
78.029283,79,3263.445762
50.39895,56,3265.985034
24.345644,32,3267.45369
27.439567,33,3268.971697
31.46768,38,3270.696964
30.532445,37,3272.436485
90.700317,89,3276.51454
81.992771,82,3280.223751
92.186522,93,3284.502632
90.163516,88,3288.490057
43.694215,49,3290.74594
91.857094,90,3294.836122
42.383114,49,3297.069897
29.724104,38,3298.77998
42.605069,47,3300.937772
81.454685,83,3304.703231
84.10976,83,3308.431519
62.417047,69,3311.594873
34.653137,40,3313.416005
84.273251,84,3317.294447
74.821947,78,3320.802026
20.419278,27,3322.049428
24.026111,31,3323.465411
36.508345,43,3325.404449
24.225863,32,3326.883916
31.132258,37,3328.546714
77.716214,79,3332.146755
93.481872,92,3336.318693
74.533647,79,3339.94807
28.013488,34,3341.535437
30.936813,36,3343.183939
36.013267,42,3345.100364
82.565349,84,3348.981202
32.593545,40,3350.799669
24.676954,32,3352.264877
28.314862,35,3353.866974
38.846305,44,3355.940528
42.703268,48,3358.165347
31.405745,37,3359.832109
27.950089,34,3361.445087
40.012706,45,3363.487014
39.169319,44,3365.513685
40.138165,45,3367.607886
22.923695,29,3368.943275
31.707823,37,3370.615746
28.251423,35,3372.224542
27.424922,33,3373.739174
27.834996,34,3375.274284
35.401049,41,3377.163805
35.948471,42,3379.112586
31.551268,38,3380.806155
31.797086,37,3382.529318
31.496919,37,3384.223566
19.453232,27,3385.444496
93.95307,92,3389.659175
50.08341,55,3392.173569
32.393114,39,3393.95389
45.561851,51,3396.281599
70.879135,72,3399.589781
24.340263,31,3401.023273
27.498837,34,3402.56795
50.504952,56,3405.114594
76.791016,83,3408.854459
91.952404,90,3412.961627
35.764239,42,3414.870424
32.503867,39,3416.675315
34.601142,40,3418.503043
27.772071,34,3420.024152
23.346515,29,3421.364959
43.089109,48,3423.5488
91.641406,90,3427.665795
46.870422,50,3429.97652
28.501823,36,3431.632697
20.836344,29,3432.983404
27.78873,35,3434.594027
30.970484,36,3436.260727
39.667404,45,3439.246799
28.194672,35,3440.848543
19.871758,27,3442.069475
22.91171,29,3443.395718
24.383951,31,3444.795833
88.649237,88,3448.796997
99.227858,96,3453.170897
47.191616,52,3455.543902
46.255078,51,3457.821879
39.750731,46,3459.94657
99.694908,94,3464.218828
35.113047,41,3466.092377
39.448159,44,3468.065911
78.012636,78,3471.641884
27.485846,34,3473.18774
20.486357,27,3474.431632
43.660089,49,3476.678116
85.468159,87,3480.617728
51.777849,58,3483.205048
32.44326,40,3485.039363
89.555555,89,3489.090264
84.814179,87,3493.048613
32.137085,39,3494.781636
31.906854,39,3496.532619
92.680156,93,3500.760392
80.565124,81,3504.457306
58.285173,63,3507.299119
20.64196,29,3508.612041
39.459349,45,3510.656824
31.09708,37,3512.373596
82.371792,82,3516.110899
24.465587,32,3517.592829
85.66108,84,3521.400798
24.661171,32,3522.845884
28.301687,35,3524.450397
77.524959,80,3528.15836
47.642429,52,3530.520114
28.531362,35,3532.125996
42.961522,48,3534.304677
39.87044,45,3536.332542
38.511895,44,3538.334351
43.75502,49,3540.564023
24.637528,32,3542.030045
47.084778,54,3544.506479
95.409898,92,3548.659246
93.149569,92,3552.85257
88.125031,87,3556.823844
38.773357,43,3558.785457
27.494013,33,3560.287518
51.088613,56,3562.947898
82.130759,85,3566.811053
32.144752,38,3568.555745
23.558841,30,3569.957033
32.389855,39,3571.720615
31.56679,38,3573.463398
105.133516,100,3578.005933
42.834176,49,3580.225603
38.865883,45,3582.272579
34.974203,40,3584.092128
96.779797,94,3588.345918
64.383778,69,3591.514833
91.293822,88,3595.558476
27.870936,34,3597.101013
40.277357,45,3599.153665
38.670934,44,3601.135247
27.658336,34,3602.672416
27.624879,34,3604.20198
93.29371,93,3608.535741
12.599241,22,3609.509669
100.409243,101,3614.155082
97.348426,96,3618.491691
50.379601,55,3621.060206
32.682259,41,3623.148146
90.18066,88,3628.562826
91.674109,92,3632.762868
40.202357,47,3635.397905
69.829985,74,3639.132073
38.831436,45,3641.185796
54.947495,60,3643.960376
95.922194,93,3648.864538
91.533532,94,3653.149436
92.946733,91,3657.347549
85.678338,90,3661.408713
51.848538,59,3664.060261
51.219516,58,3666.707186
95.576706,93,3672.485198
93.097981,91,3676.573959
91.43631,91,3680.694652
79.193248,86,3684.628661
100.526713,96,3689.024291
29.888819,39,3690.78981
19.195713,27,3692.046788
53.860097,59,3694.71587
24.29068,32,3696.163106
73.655759,77,3699.7046
28.510355,38,3701.480371
46.730395,53,3703.895608
86.98466,86,3707.785746
41.751814,49,3710.043577
72.021913,81,3713.842233
35.353745,41,3715.689065
53.994951,60,3718.426182
54.107205,59,3721.114886
98.068126,93,3725.415273
94.786948,91,3729.520091
99.765293,96,3733.908433
46.622751,55,3736.405789
73.816209,80,3740.05054
100.019826,98,3744.566684
50.134311,58,3747.192854
96.336767,97,3751.634266
73.805354,76,3755.113308
50.756885,54,3757.583418
85.822819,92,3761.792278
15.737105,26,3762.966098
37.065415,45,3765.053172
49.767981,55,3767.586205
22.065579,30,3768.960719
15.539553,25,3770.099224
58.271218,65,3773.052203
65.948254,68,3776.14379
81.352278,84,3779.923043
34.996765,40,3781.762513
56.275611,63,3784.66791
56.961831,64,3787.61933
89.252898,88,3791.649195
38.747083,43,3793.568109
36.166563,43,3795.529204
99.173112,95,3799.925547
32.833153,40,3801.820853
91.848461,89,3805.855172
93.476742,94,3810.128472
65.402581,71,3813.307744
41.63546,49,3815.565534
87.871832,90,3819.699182
55.167565,65,3822.731778
95.923848,91,3826.92062
42.889068,49,3829.106701
88.657358,87,3833.077339
37.460853,45,3835.085913
94.611088,93,3839.595056
33.127413,42,3841.53247
28.451782,36,3843.180793
46.959939,54,3845.665492
27.512406,35,3847.539098
32.469613,40,3849.378186
84.359941,90,3853.448989
26.538966,34,3854.996172
26.413874,37,3856.712327
98.352607,94,3861.070655
83.615809,88,3865.168184
33.177053,41,3867.08448
37.431292,46,3869.120447
58.294979,64,3872.065794
84.935352,87,3876.079944
50.249185,56,3878.668151
32.171108,39,3880.447626
37.338958,44,3882.49983
35.974533,43,3884.428622
59.873145,63,3887.316709
65.7681,70,3890.465247
99.521812,97,3894.942745
97.016367,95,3899.261212
54.831517,61,3903.434582
42.32671,49,3905.640841
59.451543,64,3908.531006
96.681121,96,3912.979778
26.285904,35,3914.56474
12.631542,22,3915.5623
15.856349,26,3916.770399
40.872722,47,3918.879457
91.368618,91,3922.968078
98.935721,96,3927.321349
49.138365,54,3929.793813
42.383516,50,3932.091486
93.900814,91,3936.260469
99.74238,97,3940.541362
25.315695,35,3942.07369
55.244766,61,3944.825505
26.083721,35,3946.389241
19.009241,29,3947.654399
15.494257,26,3948.834829
9.179454,21,3949.771046
33.504339,41,3951.626424
51.995168,58,3954.296487
44.837849,50,3956.605067
15.602361,25,3957.751159
29.295165,37,3959.48763
22.709767,34,3961.093121
85.569239,90,3965.271312
36.153395,46,3967.495572
43.532167,51,3969.929215
26.014511,35,3971.616817
12.564568,22,3972.620252
12.672616,22,3973.6927
12.51556,23,3974.799237
15.112428,24,3975.91607
81.062985,85,3979.808591
40.19426,46,3981.943624
51.743602,58,3984.750834
27.872119,35,3986.374353
74.580561,79,3990.110882
51.532896,57,3992.784638
85.53615,90,3996.870243
12.045541,21,3997.826888
14.986629,24,3998.992953
32.395565,37,4000.636567
60.405212,64,4003.585121
50.568234,56,4006.189595
62.281144,65,4009.209918
67.040262,68,4012.296026
21.54924,27,4013.520823
12.459188,21,4014.445013
15.565364,23,4015.459136
55.056692,57,4018.012905
22.195441,28,4019.272995
15.64847,24,4020.364495
42.265139,52,4022.732703
48.692557,52,4025.106138
92.835223,91,4029.254023
36.376393,43,4031.223991
44.183535,50,4033.610415
66.192234,69,4036.710708
19.590713,28,4037.946912
14.786999,23,4038.963076
59.217097,62,4041.7869
54.930102,58,4044.428299
40.221747,46,4046.585469
66.543718,68,4049.753196
90.49057,88,4053.999907
60.237204,64,4057.014848
53.571814,56,4059.670778
22.675948,30,4061.055208
22.287239,29,4062.388868
28.876129,35,4063.936168
26.287766,34,4065.513736
30.437673,37,4067.248656
22.694425,29,4068.65359
29.758163,37,4070.371277
69.26238,70,4073.547775
95.488522,92,4077.730554
28.990863,36,4079.391683
60.865074,64,4082.289002
30.976996,36,4083.905247
27.954335,35,4085.530878
98.613172,97,4089.965615
35.368271,42,4091.829544
89.806412,94,4096.055254
99.215367,94,4100.244493
69.865687,73,4103.525633
24.63588,33,4104.965874
66.616889,68,4108.032311
18.165625,27,4109.237761
15.908619,24,4110.300934
38.064635,43,4112.22888
36.490144,43,4114.161261
37.730213,43,4116.091053
36.576252,44,4118.067478
29.342903,36,4119.77398
87.619136,87,4123.753581
25.355914,34,4125.260228
54.049674,59,4127.863926
62.992244,66,4132.217132
15.894846,24,4133.275542
15.107417,23,4134.309728
36.440432,43,4136.264648
25.231525,32,4137.710981
44.754503,51,4139.987266
69.116095,69,4143.130944
15.181711,23,4144.112509
11.726061,20,4145.016091
66.107265,70,4148.135713
35.388602,41,4149.965981
58.745669,61,4152.800879
49.02188,55,4155.333881
36.133669,42,4157.226197
36.291715,43,4159.182744
103.147258,98,4163.56694
55.996056,63,4166.417203
43.718752,50,4168.717605
36.482919,46,4170.771401
105.22178,103,4175.403276
103.154809,99,4179.940418
89.788373,87,4183.948248
32.162131,39,4185.695455
43.96291,50,4187.976833
88.176107,87,4191.895512
28.506749,35,4193.494006
61.478939,63,4196.299347
24.616546,32,4197.754417
98.425536,93,4201.944443
32.225029,38,4203.646984
44.16718,51,4205.927677
89.243643,90,4210.068287
96.982708,99,4214.938357
73.964075,75,4218.526108
88.657461,91,4222.761439
106.158717,100,4227.345756
69.790728,73,4230.797823
85.596734,90,4234.903129
45.375611,50,4237.13351
92.758752,91,4241.264194
59.067829,64,4244.221707
85.879834,88,4248.168336
51.57439,55,4250.667409
54.579598,61,4253.406799
31.245357,36,4255.036074
36.137345,42,4256.941319
101.771942,95,4261.406872
84.730807,86,4265.262679
38.869567,43,4267.151908
39.10307,44,4269.180316
98.056823,95,4273.580787
31.746399,39,4275.404784
47.726448,57,4278.141905
50.022964,55,4280.701452
99.967642,97,4285.15636
38.44946,42,4287.069371
27.598434,35,4288.606755
65.889593,69,4291.693027
40.134245,47,4293.771667
23.92704,30,4295.110228
20.218273,27,4296.305246
35.899817,41,4298.154553
88.63439,86,4302.004092
95.88959,92,4306.04612
36.324018,44,4308.020051
95.526905,93,4312.149553
24.095874,30,4313.458781
32.026254,37,4315.095412
42.934757,50,4317.29339
58.383354,63,4320.125891
99.375527,97,4324.417646
95.599951,96,4328.598802
97.112344,93,4332.736158
56.730857,60,4335.374805
91.254034,93,4339.47088
95.58112,92,4343.563388
104.418548,103,4348.105109
84.363338,83,4351.851218
30.605659,35,4353.413908
31.483357,37,4355.112857
80.105961,86,4361.009863
84.666377,87,4364.785807
28.141388,35,4366.355907
73.901856,78,4369.84279
32.566802,39,4371.583647
38.94977,44,4373.58758
27.538001,33,4375.041935
96.989353,94,4379.222149
28.430657,36,4380.827854
82.770478,88,4384.666007
70.402146,71,4387.810102
24.680196,31,4389.179558
99.87311,96,4393.42206
34.953582,39,4395.179402
104.086981,99,4399.538528
91.977037,89,4403.443889
31.447946,35,4404.973869
99.515364,93,4409.219839
86.298095,87,4413.128341
38.992085,44,4415.135527
34.667326,40,4416.926452
28.504923,35,4418.489743
31.834386,37,4420.139102
32.433401,39,4421.978143
90.706132,94,4426.081567
35.463619,40,4427.834909
27.1276,32,4429.348546
23.740969,30,4430.652847
27.803635,34,4432.110127
96.390401,94,4436.350045
59.343233,66,4439.251521
24.117236,30,4440.563221
31.042022,35,4442.088196
35.019075,39,4443.825083
39.29329,43,4445.704347
28.219954,34,4447.202996
27.895845,33,4448.667933
34.644718,39,4450.411425
35.601217,42,4452.232284
32.390595,38,4453.901983
32.493481,38,4455.552466
24.038324,30,4456.872224
27.413344,32,4458.278943
39.260857,43,4460.213265
32.411565,39,4461.9525
31.527145,36,4463.563059
31.683713,37,4465.18575
27.642936,36,4466.784285
31.558463,36,4468.350664
40.270533,46,4470.428655
27.461935,35,4471.980826
50.70629,55,4474.375587
28.222976,35,4475.911988
27.140577,33,4477.413278
27.216966,33,4478.849555
31.466454,38,4480.54157
69.353871,74,4483.811409
85.327809,90,4487.827034
32.397162,39,4489.52482
105.835189,104,4494.114149
93.028928,92,4498.12824
27.843158,33,4499.686646
55.460584,57,4502.221208
89.243828,88,4506.065133
43.93237,49,4508.233382
32.506839,39,4509.964712
31.103916,36,4511.575658
34.960383,39,4513.316608
59.752596,61,4516.027118
48.124916,51,4518.268358
46.549588,51,4520.523715
43.4306,49,4522.67951
31.881365,37,4524.441224
20.795899,28,4525.851789
32.253417,38,4527.58392
61.250675,65,4530.697746
34.979596,40,4532.500402
43.201716,48,4534.710226
36.280296,42,4536.624998
50.368916,55,4539.179224
35.482935,43,4541.254582
35.316067,40,4543.126311
102.468629,97,4547.691727
40.093252,46,4549.82556
34.88772,40,4551.680622
36.167107,47,4553.848886
47.426976,54,4556.303436
45.593342,50,4558.588185
40.097526,49,4560.8835
36.434312,43,4562.847097
97.648795,94,4567.117566
81.037706,83,4570.954114
24.393744,30,4572.324067
47.553864,53,4574.704269
24.698323,31,4576.089573
38.556196,43,4578.029097
47.300837,52,4580.420022
35.69138,41,4582.279411
81.099506,84,4588.465148
85.66718,85,4592.337395
63.038305,67,4595.343212
28.517579,34,4596.863132
20.480511,27,4598.114611
28.527891,35,4599.733481
50.540381,55,4602.203869
66.60926,66,4605.197866
56.331706,64,4608.115949
43.207012,48,4610.310525
28.051628,33,4611.80473
39.233876,44,4613.834047
85.362272,82,4617.48647
86.505466,88,4621.45015
51.842982,57,4624.028554
87.085473,92,4628.260864
102.134927,101,4632.878262
54.495986,60,4635.583547
59.918611,64,4638.484511
32.440318,40,4640.267145
24.431789,31,4641.647704
68.960395,74,4645.023759
28.496003,35,4646.596625
34.947191,39,4648.385951
31.763325,36,4650.020176
74.643135,80,4653.605891
89.676026,90,4657.619009
32.221116,40,4659.508541
99.028861,93,4663.715363
37.668281,44,4665.755876
43.905018,50,4668.086007
24.349814,30,4669.417061
46.582248,51,4671.707058
27.108547,32,4673.109966
65.805831,67,4676.143828
101.172333,97,4680.500284
57.736832,63,4683.309529
39.609649,45,4685.305401
28.247864,34,4686.807194
28.135665,34,4688.297958
31.976991,38,4689.995053
43.532552,48,4692.137089
35.045003,39,4693.872208
40.441918,46,4695.936244
34.600478,40,4697.699284
103.253871,100,4702.087273
50.707247,55,4704.501775
34.483897,39,4706.250515
35.70569,41,4708.075727
83.883914,87,4712.015719
61.163231,65,4714.953912
35.012208,40,4716.715113
105.819553,102,4721.346281
57.896329,60,4724.037907
36.061614,43,4725.942393
25.209909,35,4727.488182
87.467107,90,4731.529821
90.550738,94,4735.741654
35.74439,41,4737.623569
34.983002,40,4739.455505
35.00514,39,4741.183904
32.118206,37,4742.858553
88.749815,89,4746.798096
24.459598,31,4748.169971
39.324028,46,4750.193498
65.152429,67,4753.141129
84.571974,90,4757.133448
54.693,58,4759.708198
55.28878,59,4762.319756
46.928552,51,4764.592939
27.935374,34,4766.111442
20.60665,28,4767.365106
27.610096,33,4768.840415
28.223419,34,4770.42322
94.823435,95,4774.713402
34.988123,39,4776.478564
95.466999,93,4780.701929
43.676682,48,4782.797591
36.411121,42,4784.677467
30.994123,35,4786.319633
23.692396,29,4787.629749
32.589158,38,4789.335537
40.402746,46,4791.391667
31.039011,36,4793.013867
38.932753,43,4794.926271
72.45581,76,4798.318184
16.8489,24,4799.427562
82.312726,84,4803.1251
24.561294,31,4804.496597
38.788544,44,4806.426732
26.706887,32,4807.826518
24.487537,31,4809.200766
35.046101,40,4811.853254
31.987351,37,4813.495719
36.497956,43,4815.389698
28.655959,35,4816.913775
39.181298,44,4818.866739
50.615584,56,4821.365568
95.381112,92,4825.451996
46.001965,52,4827.764885
22.507502,30,4829.115387
61.217709,66,4832.056826
42.08837,47,4834.091984
89.935092,88,4837.986832
34.631127,39,4839.699485
39.889992,47,4841.794553
27.892868,35,4843.347355
31.135861,37,4844.981708
27.658862,32,4846.417442
31.091389,36,4847.987913
65.128545,71,4851.147552
27.887781,33,4852.635869
36.674174,44,4854.579031
38.406403,45,4856.578272
99.834207,95,4860.778006
92.540054,89,4864.668194
94.878078,90,4868.611507
92.708972,91,4872.637917
70.907283,78,4876.058233
32.262913,38,4877.759487
39.653487,44,4879.716671
53.856123,58,4882.29959
92.604095,92,4886.412427
66.610164,68,4889.475463
98.853393,97,4893.820788
48.817643,54,4896.257862
64.159247,67,4899.251857
63.816975,71,4902.442314
51.837949,60,4905.10738
31.563885,37,4906.749609
47.748313,53,4909.045146
66.786794,67,4912.063915
92.535279,95,4916.351814
99.322232,94,4920.731553
33.924247,39,4922.418467
57.887554,62,4925.125966
28.32408,33,4926.563745
39.794619,45,4928.563408
94.261183,91,4932.567809
28.413643,34,4934.051535
36.016497,41,4935.908948
59.921465,62,4938.657031
92.630898,90,4942.672053
97.021965,95,4946.890217
65.979901,69,4950.051918
81.765705,81,4953.624766
24.245108,30,4954.999468
64.850321,73,4958.308829
38.67392,42,4960.178566
34.560956,38,4961.831928
98.26314,97,4966.122158
63.352863,68,4969.100926
100.36442,96,4973.341217
90.761876,87,4977.222426
74.67449,79,4980.731308
89.070323,88,4984.636892
68.731198,70,4987.786052
95.45692,90,4991.810649
40.495272,49,4994.085988
41.794908,47,4996.207686
88.084134,88,5000.084782
98.929595,96,5004.398684
99.737411,97,5008.663699
102.365662,97,5013.182436
25.769935,35,5014.74164
88.626413,85,5018.53457
92.747953,89,5022.578825
105.085369,99,5027.012017
73.243891,72,5030.208004
99.997822,94,5035.654305
95.645209,94,5039.835341
98.829925,94,5044.030432
97.601005,94,5048.180329
70.505469,71,5051.312452
15.818696,26,5052.470223
93.394587,90,5056.486597
105.235924,100,5060.91683
14.857365,23,5061.934243
49.550514,54,5064.335619
61.621504,64,5067.179404
43.632677,48,5069.281449
96.83583,96,5073.577057
67.336353,68,5076.600166
100.893133,99,5080.986476
35.856396,43,5082.915379
98.465392,95,5087.177357
87.410915,86,5090.95139
36.122739,41,5092.799149
63.542968,64,5095.617449
98.438632,95,5099.850462
67.236822,69,5102.895827
96.215293,91,5106.939868
89.156203,87,5110.839556
88.898226,86,5114.698531
88.37281,91,5118.734904
32.256531,38,5120.434354
50.482348,55,5122.91916
36.537301,45,5124.917132
39.999558,45,5126.879895
96.646249,92,5131.06151
104.709816,100,5135.610318
74.296032,75,5138.906244
63.793732,65,5141.801058
93.579674,93,5145.981687
31.419549,37,5147.690386
36.277791,43,5149.62851
99.883936,95,5153.908414
35.296421,40,5155.70087
34.862526,40,5157.492774
67.331572,69,5160.637786
91.520137,92,5164.736805
27.629312,33,5166.21543
38.213569,45,5168.217664
64.692719,67,5171.185765
103.361154,100,5175.574413
25.616199,40,5177.572685
100.017113,96,5181.941124
50.046885,54,5184.379094
22.516353,31,5185.735065
29.057531,35,5187.267393
87.11511,89,5191.172066
59.807999,63,5193.94382
30.21856,40,5195.688291
36.423149,41,5197.540353
42.052245,49,5199.711905
45.934858,53,5202.065729
25.678219,36,5203.654328
104.452229,102,5208.06362
89.660595,92,5212.084345
98.455033,93,5216.162462
55.879406,60,5218.752404
101.335869,96,5222.939227
85.652891,89,5226.796469
89.72959,89,5231.264077
22.330295,31,5232.718031
96.77989,93,5236.974595
36.697466,43,5238.968531
33.555114,41,5240.8999
15.737326,28,5242.244205
36.071164,43,5244.273811
98.082746,94,5248.606778
104.616756,99,5253.163862
55.772978,59,5255.816494
66.897487,69,5258.94313
98.329988,92,5265.145978
79.458879,82,5268.966364
59.277738,62,5271.782127
40.047003,44,5273.810777
88.116292,88,5277.771668
88.971626,90,5281.783576
42.222192,47,5283.902903
101.68523,95,5288.177108
25.121447,31,5289.602741
58.448441,60,5292.416831
46.352596,51,5294.673564
63.744432,65,5297.630732
95.67143,92,5301.717848
65.165147,65,5304.578625
41.910635,46,5306.622073
19.461765,27,5307.850977
104.978452,102,5312.425273
65.945977,68,5315.602787
41.053163,49,5317.913759
104.573431,98,5322.345046
39.968752,46,5324.388026
52.410668,58,5326.999206
33.631813,39,5328.693542
35.852964,41,5330.510942
12.708494,22,5331.509326
29.829371,37,5333.091121
37.280829,46,5335.147376
84.14592,86,5339.024065
22.072065,29,5340.356625
40.0649,45,5342.353271
58.680452,63,5345.143906
56.400749,59,5347.729617
33.273918,41,5349.531313
52.414225,54,5352.005167
12.822058,23,5353.059362
45.65209,49,5355.296474
62.168347,64,5358.09138
84.426924,85,5361.798535
62.071702,64,5364.749559
70.694796,76,5368.119166
99.855927,94,5372.278566
29.053282,35,5373.826064
52.367742,56,5376.400927
48.964809,55,5378.846107
45.537224,49,5380.995214
15.856112,26,5382.128674
97.431554,94,5386.270182
95.963971,93,5390.575274
62.427344,64,5393.576104
55.380571,58,5396.135544
45.005339,48,5398.27321
104.360321,98,5402.72629
21.252214,27,5403.951733
45.47403,51,5406.208081
9.351193,23,5407.226009
38.545255,43,5409.129441
91.734325,94,5413.34421
99.925398,94,5417.561367
59.260596,63,5420.356411
52.040768,56,5422.899594
36.73378,47,5424.988466
41.252578,45,5426.943662
67.220011,71,5430.088538
64.901858,65,5433.026616
